Movie_id,Movie_Name,Storyline,Budget,Language,Revenue,Image,Rating,Genre1,Genre2,Genre3,Cast1,Cast2,Cast3
1,Morbius,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",75000000,English,161000000,https://image.tmdb.org/t/p/w220_and_h330_face/6JjfSchsU6daXk2AKX8EEBjO3Fm.jpg,64,Action,Science Fiction,Fantasy,Jared Leto,Matt Smith,Adria Arjona
2,Yaksha: Ruthless Operations,"Nicknamed after a human-devouring spirit, the ruthless leader of an overseas black ops team takes up a dangerous mission in a city riddled with spies.",0,Korean,0,https://image.tmdb.org/t/p/w220_and_h330_face/7MDgiFOPUCeG74nQsMKJuzTJrtc.jpg,61,Action,unknown,unknown,Sol Kyung-gu,Park Hae-soo,Hiroyuki Ikeuchi
3,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,"Tanjirō Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyōjurō Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",15800000,Japanese,503063688,https://image.tmdb.org/t/p/w220_and_h330_face/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg,84,Animation,Action,Adventure,Natsuki Hanae,Akari Kito,Hiro Shimono
4,Encanto,"The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family with a unique gift from super strength to the power to heal—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.",50000000,English,253000000,https://image.tmdb.org/t/p/w220_and_h330_face/4j0PNHkMr5ax3IA8tjtxcmPU3QT.jpg,77,Animation,Comedy,Family,Stephanie Beatriz,María Cecilia Botero,John Leguizamo
5,Fortress: Sniper's Eye,"Weeks after the deadly assault on Fortress Camp, Robert makes a daring rescue to save Sasha, the widow of his old nemesis Balzary. But back in the camp's command bunker, it appears Sasha may have devious plans of her own. As a new attack breaks out, Robert is confronted with a familiar face he thought he'd never see again…",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/61J34xHVVdQHbJ4MSCWQo4e727v.jpg,60,Crime,Action,unknown,Chad Michael Murray,Bruce Willis,Jesse Metcalfe
6,The Outfit,"Leonard is an English tailor who used to craft suits on London’s world-famous Savile Row. After a personal tragedy, he’s ended up in Chicago, operating a small tailor shop in a rough part of town where he makes beautiful clothes for the only people around who can afford them: a family of vicious gangsters.",0,English,3186865,https://image.tmdb.org/t/p/w220_and_h330_face/lZa5EB6PVJBT5mxhgZS5ftqdAm6.jpg,70,Crime,Drama,Thriller,Mark Rylance,Johnny Flynn,Zoey Deutch
7,Doctor Strange,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",165000000,English,677700000,https://image.tmdb.org/t/p/w220_and_h330_face/uGBVj3bEbCoZbDjjl9wTxcygko1.jpg,74,Action,Adventure,Fantasy,Benedict Cumberbatch,Chiwetel Ejiofor,Rachel McAdams
8,Ambulance,"Decorated veteran Will Sharp, desperate for money to cover his wife's medical bills, asks for help from his adoptive brother Danny. A charismatic career criminal, Danny instead offers him a score: the biggest bank heist in Los Angeles history: $32 million.",40000000,English,50254920,https://image.tmdb.org/t/p/w220_and_h330_face/zT5ynZ0UR6HFfWQSRf2uKtqCyWD.jpg,70,Action,Thriller,Crime,Jake Gyllenhaal,Yahya Abdul-Mateen II,Eiza González
9,Virus:32,A virus is unleashed and a chilling massacre runs through the streets of Montevideo.,0,Spanish,0,https://image.tmdb.org/t/p/w220_and_h330_face/wZiF79hbhLK1U2Pj9bF67NAKXQR.jpg,70,Horror,unknown,unknown,Daniel Hendler,Paula Silva,Franco Rilla
10,The Takedown,"Ousmane Diakité and François Monge are two cops with very different styles, backgrounds and careers. The unlikely pair are reunited once again for a new investigation that takes them across France. What seemed to be a simple drug deal turns out to be a much bigger criminal case wrapped in danger and unexpected comedy.",0,French,0,https://image.tmdb.org/t/p/w220_and_h330_face/h5hVeCfYSb8gIO0F41gqidtb0AI.jpg,58,Comedy,Action,unknown,Omar Sy,Laurent Lafitte,Izïa Higelin
11,Moonfall,A mysterious force knocks the moon from its orbit around Earth and sends it hurtling on a collision course with life as we know it.,146000000,English,43900000,https://image.tmdb.org/t/p/w220_and_h330_face/odVv1sqVs0KxBXiA8bhIBlPgalx.jpg,65,Science Fiction,Adventure,Action,Halle Berry,Patrick Wilson,John Bradley
12,Turning Red,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",190000000,English,17185000,https://image.tmdb.org/t/p/w220_and_h330_face/qsdjk9oAKSQMWs0Vt5Pyfh6O4GZ.jpg,75,Animation,Family,Comedy,Sandra Oh,Rosalie Chiang,Ava Morse
13,The Contractor,"After being involuntarily discharged from the U.S. Special Forces, James Harper decides to support his family by joining a private contracting organization alongside his best friend and under the command of a fellow veteran. Overseas on a covert mission, Harper must evade those trying to kill him while making his way back home.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/rJPGPZ5soaG27MK90oKpioSiJE2.jpg,66,Action,Thriller,unknown,Chris Pine,Ben Foster,Gillian Jacobs
14,The Bad Guys,"When the infamous Bad Guys are finally caught after years of countless heists and being the world’s most-wanted villains, Mr. Wolf brokers a deal to save them all from prison.",80000000,English,182168000,https://image.tmdb.org/t/p/w220_and_h330_face/7qop80YfuO0BwJa1uXk1DXUUEwv.jpg,78,Animation,Comedy,Action,Sam Rockwell,Marc Maron,Awkwafina
15,Spider-Man: No Way Home,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",200000000,English,1892000000,https://image.tmdb.org/t/p/w220_and_h330_face/1g0dhYtq4irTY1GPXvft6k4YLjm.jpg,81,Action,Adventure,Science Fiction,Tom Holland,Zendaya,Benedict Cumberbatch
16,Doctor Strange in the Multiverse of Madness,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",200000000,English,803000000,https://image.tmdb.org/t/p/w220_and_h330_face/9Gtg2DzBhmYamXBS1hKAhiwbBKS.jpg,74,Fantasy,Action,Adventure,Benedict Cumberbatch,Elizabeth Olsen,Chiwetel Ejiofor
17,The Batman,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",185000000,English,768442517,https://image.tmdb.org/t/p/w220_and_h330_face/74xTEgt7R36Fpooo50r9T25onhq.jpg,78,Crime,Mystery,Thriller,Robert Pattinson,Zoë Kravitz,Paul Dano
18,Uncharted,"A young street-smart, Nathan Drake and his wisecracking partner Victor “Sully” Sullivan embark on a dangerous pursuit of “the greatest treasure never found” while also tracking clues that may lead to Nathan’s long-lost brother.",120000000,English,395124202,https://image.tmdb.org/t/p/w220_and_h330_face/tlZpSxYuBRoVJBOpUrPdQe9FmFq.jpg,72,Action,Adventure,unknown,Tom Holland,Mark Wahlberg,Sophia Ali
19,The Exorcism of God,"An American priest working in Mexico is considered a saint by many local parishioners. However, due to a botched exorcism, he carries a secret that’s eating him alive until he gets an opportunity to face his demon one final time.",1500000,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/hangTmbxpSV4gpHG7MgSlCWSSFa.jpg,69,Horror,unknown,unknown,Will Beinbrink,María Gabriela de Faría,Irán Castillo
20,The Northman,"Prince Amleth is on the verge of becoming a man when his father is brutally murdered by his uncle, who kidnaps the boy's mother. Two decades later, Amleth is now a Viking who's on a mission to save his mother, kill his uncle and avenge his father.",70000000,English,63542000,https://image.tmdb.org/t/p/w220_and_h330_face/zhLKlUaF1SEpO58ppHIAyENkwgw.jpg,75,Action,Adventure,Fantasy,Alexander Skarsgård,Nicole Kidman,Claes Bang
21,Sonic the Hedgehog 2,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",110000000,English,365000000,https://image.tmdb.org/t/p/w220_and_h330_face/6DrHO1jr3qVrViUO6s6kFiAGM7.jpg,78,Action,Science Fiction,Comedy,Ben Schwartz,Idris Elba,Colleen O'Shaughnessey
22,The Lost City,"A reclusive romance novelist was sure nothing could be worse than getting stuck on a book tour with her cover model until a kidnapping attempt sweeps them both into a cutthroat jungle adventure, proving life can be so much stranger, and more romantic, than any of her paperback fictions.",74000000,English,164289828,https://image.tmdb.org/t/p/w220_and_h330_face/neMZH82Stu91d3iqvLdNQfqPPyl.jpg,68,Action,Adventure,Comedy,Sandra Bullock,Channing Tatum,Daniel Radcliffe
23,Dark Blood,"A father is imprisoned after committing a brutal revenge crime. During his confinement he must adapt to a new life of abuse, including injury and humiliation by guards and other prisoners.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/v78bAY02eCUv7lkpEpOVlRkqZDJ.jpg,42,Crime,Drama,unknown,John Leguizamo,Adriana Barraza,Ramiro Meneses
25,All the Old Knives,"When the CIA discovers one of its agents leaked information that cost more than 100 people their lives, veteran operative Henry Pelham is assigned to root out the mole with his former lover and colleague Celia Harrison.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/g4tMniKxol1TBJrHlAtiDjjlx4Q.jpg,60,Thriller,Action,unknown,Chris Pine,Thandiwe Newton,Jonathan Pryce
26,The Grandmother,"A Paris model must return to Madrid where her grandmother, who raised her, has had a stroke. But spending just a few days with this relative turns into an unexpected nightmare.",0,Spanish,0,https://image.tmdb.org/t/p/w220_and_h330_face/eIUixNvox4U4foL5Z9KbN9HXYSM.jpg,59,Horror,unknown,unknown,Almudena Amor,Vera Valdez,Karina Kolokolchykova
27,Silverton Siege,"After a failed sabotage mission, a trio of anti-apartheid freedom fighters ends up in a tense bank hostage situation. Based on a true story.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/5HruMN0vvl84AqD7sCDXFNO4RhP.jpg,66,Action,Crime,Drama,Arnold Vosloo,Tumisho Masha,Thabo Rametsi
28,365 Days: This Day,"Laura and Massimo are back and hotter than ever. But the reunited couple's new beginning is complicated by Massimo’s family ties and a mysterious man who enters Laura’s life to win her heart and trust, at any cost.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/7qU0SOVcQ8BTJLodcAlulUAG16C.jpg,56,Romance,Drama,unknown,Anna-Maria Sieklucka,Michele Morrone,Simone Susinna
30,A Day to Die,"A disgraced parole officer is indebted to a local gang leader and forced to pull off a series of dangerous drug heists within twelve hours in order to pay the $2 million dollars he owes, rescue his kidnapped pregnant wife, and settle a score with the city's corrupt police chief, who is working with the gang leader and double-crossed him years ago.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/8Kce1utfytAG5m1PbtVoDzmDZJH.jpg,57,Action,Thriller,Crime,Kevin Dillon,Bruce Willis,Leon
31,Sing 2,"Buster and his new cast now have their sights set on debuting a new show at the Crystal Tower Theater in glamorous Redshore City. But with no connections, he and his singers must sneak into the Crystal Entertainment offices, run by the ruthless wolf mogul Jimmy Crystal, where the gang pitches the ridiculous idea of casting the lion rock legend Clay Calloway in their show. Buster must embark on a quest to find the now-isolated Clay and persuade him to return to the stage.",85000000,English,406000000,https://image.tmdb.org/t/p/w220_and_h330_face/aWeKITRFbbwY8txG5uCj4rMCfSP.jpg,81,Animation,Comedy,Family,Matthew McConaughey,Reese Witherspoon,Scarlett Johansson
32,The Jack in the Box: Awakening,"When a vintage Jack-in-the-box is opened by a dying woman, she enters into a deal with the demon within that would see her illness cured in return for helping it claim six innocent victims.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/3Ib8vlWTrAKRrTWUrTrZPOMW4jp.jpg,63,Horror,unknown,unknown,Matt McClure,Mollie Hindle,James Swanton
33,What a Father!,"Pedro is a single man in his forties who likes to party, has no children and lives at night. Everything changes when he meets Alin. She mentions to him that she is looking for her dad and that there is a high probability that it is him.",0,Spanish,0,https://image.tmdb.org/t/p/w220_and_h330_face/IkdBm3dDA11pNFlbkLcU5WdESn.jpg,81,Comedy,Family,Romance,Mauricio Ochmann,Fiona Palomo,Sandra Echeverría
34,Venom: Let There Be Carnage,"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",110000000,English,500000000,https://image.tmdb.org/t/p/w220_and_h330_face/rjkmN1dniUHVYAtwuV3Tji7FsDO.jpg,70,Science Fiction,Action,Adventure,Tom Hardy,Woody Harrelson,Michelle Williams
35,Fantastic Beasts: The Secrets of Dumbledore,"Professor Albus Dumbledore knows the powerful, dark wizard Gellert Grindelwald is moving to seize control of the wizarding world. Unable to stop him alone, he entrusts magizoologist Newt Scamander to lead an intrepid team of wizards and witches. They soon encounter an array of old and new beasts as they clash with Grindelwald's growing legion of followers.",200000000,English,380000000,https://image.tmdb.org/t/p/w220_and_h330_face/jrgifaYeUtTnaH7NF5Drkgjg2MB.jpg,67,Action,Adventure,Fantasy,Eddie Redmayne,Jude Law,Mads Mikkelsen
36,Blacklight,Travis Block is a shadowy Government agent who specializes in removing operatives whose covers have been exposed. He then has to uncover a deadly conspiracy within his own ranks that reaches the highest echelons of power.,43000000,English,15400000,https://image.tmdb.org/t/p/w220_and_h330_face/bv9dy8mnwftdY2j6gG39gCfSFpV.jpg,62,Action,Thriller,unknown,Liam Neeson,Emmy Raver-Lampman,Taylor John Smith
37,My Hero Academia: World Heroes' Mission,"A mysterious group called Humarize strongly believes in the Quirk Singularity Doomsday theory which states that when quirks get mixed further in with future generations, that power will bring forth the end of humanity. In order to save everyone, the Pro-Heroes around the world ask UA Academy heroes-in-training to assist them and form a world-classic selected hero team. It is up to the heroes to save the world and the future of heroes in what is the most dangerous crisis to take place yet in My Hero Academia.",0,Japanese,38410729,https://image.tmdb.org/t/p/w220_and_h330_face/4NUzcKtYPKkfTwKsLjwNt8nRIXV.jpg,74,Animation,Action,Fantasy,Daiki Yamashita,Nobuhiko Okamoto,Yuki Kaji
38,The Ice Age Adventures of Buck Wild,The fearless one-eyed weasel Buck teams up with mischievous possum brothers Crash & Eddie as they head off on a new adventure into Buck's home: The Dinosaur World.,0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/zzXFM4FKDG7l1ufrAkwQYv2xvnh.jpg,68,Animation,Comedy,Adventure,Simon Pegg,Vincent Tong,Aaron Harris
39,War of the Worlds: Annihilation,A mother and son find themselves faced with a brutal alien invasion where survival will depend on discovering the unthinkable truth about the enemy.,0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/9eiUNsUAw2iwVyMeXNNiNQQad4E.jpg,52,Science Fiction,Action,unknown,Arie Thompson,William Baldwin,Noel Gugliemi
40,The Adam Project,"After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self on a mission to save the future.",116000000,English,471000000,https://image.tmdb.org/t/p/w220_and_h330_face/wFjboE0aFZNbVOF05fzrka9Fqyx.jpg,71,Action,Adventure,Comedy,Ryan Reynolds,Walker Scobell,Mark Ruffalo
41,Senior Year,A thirty-seven-year-old woman wakes up from a twenty-year coma and returns to the high school where she was once a popular cheerleader to finish her senior year and become prom queen. The main plot is the empowerment of LGBTQ rights and progress through the years.,0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/6UqbcDQhCYpxboK58Z0eVfdeHcT.jpg,59,Comedy,Drama,unknown,Rebel Wilson,Justin Hartley,Angourie Rice
42,Bull Shark,A hungry shark begins feeding on unsuspecting lake goers in a small Texas town.,0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/wGE4ImqYjJZQi3xFu4I2OLm8m0w.jpg,58,Horror,unknown,unknown,Thom Hallum,Billy Blair,Lindsey Marie Wilson
43,No Exit,"Stranded at a rest stop in the mountains during a blizzard, a recovering addict discovers a kidnapped child hidden in a car belonging to one of the people inside the building which sets her on a terrifying struggle to identify who among them is the kidnapper.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/5cnLoWq9o5tuLe1Zq4BTX4LwZ2B.jpg,67,Horror,Thriller,unknown,Havana Rose Liu,Danny Ramirez,Dennis Haysbert
44,Eternals,"The Eternals are a team of ancient aliens who have been living on Earth in secret for thousands of years. When an unexpected tragedy forces them out of the shadows, they are forced to reunite against mankind’s most ancient enemy, the Deviants.",200000000,English,402027582,https://image.tmdb.org/t/p/w220_and_h330_face/bcCBq9N1EMo3daNIjWJ8kYvrQm6.jpg,71,Science Fiction,Action,Adventure,Gemma Chan,Richard Madden,Angelina Jolie
45,Sneakerella,"When El, an aspiring sneaker designer from Queens, meets Kira King, the fiercely independent daughter of legendary basketball star and sneaker tycoon Darius King, sparks fly as the two bond over their mutual affinity for sneakers. With a little nudge from his best friend and a sprinkle of Fairy Godfather magic, El finds the courage to use his talent to pursue his dream of becoming a ‘legit’ sneaker designer in the industry.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/jJ07f8DTdeWnCKCwDzB4htLXKBN.jpg,62,Music,Comedy,Family,Chosen Jacobs,Lexi Underwood,Kolton Stewart
46,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",237000000,English,2847246203,https://image.tmdb.org/t/p/w220_and_h330_face/jRXYjXNq0Cs2TcJjLkki24MLp7u.jpg,75,Action,Adventure,Fantasy,Sam Worthington,Zoe Saldana,Sigourney Weaver
47,Last Man Down,"After civilization succumbs to a deadly pandemic and his wife is murdered, a special forces soldier abandons his duty and becomes a hermit in the Nordic wilderness. Years later, a wounded woman appears on his doorstep. She's escaped from a lab and her pursuers believe her blood is the key to a worldwide cure. He's hesitant to get involved, but all doubts are cast aside when he discovers her pursuer is none other than Commander Stone, the man that murdered his wife some years ago.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/4B7liCxNCZIZGONmAMkCnxVlZQV.jpg,63,Action,Thriller,unknown,Daniel Stisen,Olga Kent,Daniel Nehme
48,Texas Chainsaw Massacre,"After nearly 50 years of hiding, Leatherface returns to terrorize a group of idealistic influencers who accidentally disrupt his carefully shielded world in a remote Texas town.",20000000,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/meRIRfADEGVo65xgPO6eZvJ0CRG.jpg,52,Horror,Thriller,unknown,Sarah Yarkin,Elsie Fisher,Mark Burnham
49,Along for the Ride,"The summer before college Auden meets the mysterious Eli, a fellow insomniac. While the seaside town of Colby sleeps, the two embark on a nightly quest to help Auden experience the fun, carefree teen life she never knew she wanted.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/d5spmLeGR9kxBRQ6qxCFad1ljvT.jpg,68,Romance,Drama,unknown,Emma Pasarow,Belmont Cameli,Kate Bosworth
50,Tom and Jerry Cowboy Up!,"This time, the rivals team up to help a cowgirl and her brother save their homestead from a greedy land-grabber, and they’re going to need some help! Jerry’s three precocious nephews are all ready for action, and Tom is rounding up a posse of prairie dogs. But can a ragtag band of varmints defeat a deceitful desperado determined to deceive a damsel in distress? No matter what happens with Tom and Jerry in the saddle, it’ll be a rootin’ tootin’ good time!",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/muIaHotSaSUQr0KZCIJOYQEe7y2.jpg,70,Animation,Comedy,Family,George Ackles,Sean Burgos,Trevor Devall
51,Scream,"Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",24000000,English,140000000,https://image.tmdb.org/t/p/w220_and_h330_face/1m3W6cpgwuIyjtg5nSnPx7yFkXW.jpg,68,Horror,Mystery,Thriller,Neve Campbell,Courteney Cox,David Arquette
52,Resident Evil: Welcome to Raccoon City,"Once the booming home of pharmaceutical giant Umbrella Corporation, Raccoon City is now a dying Midwestern town. The company’s exodus left the city a wasteland…with great evil brewing below the surface. When that evil is unleashed, the townspeople are forever…changed…and a small group of survivors must work together to uncover the truth behind Umbrella and make it through the night.",40000000,English,38600612,https://image.tmdb.org/t/p/w220_and_h330_face/7uRbWOXxpWDMtnsd2PF3clu65jc.jpg,62,Horror,Action,Science Fiction,Kaya Scodelario,Robbie Amell,Hannah John-Kamen
53,Marmaduke,"Great Dane Marmaduke epitomizes the overgrown lapdog, with an irascible streak and a penchant for mischief that is tempered with a deep sense of love and responsibility for his human family, the Winslows. The new animation is set in the world of elite dog shows, rife divas, rivalries and slapstick comedy.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/tvhX4QQnMyMjlFeShLCXovvbf0c.jpg,56,Animation,Family,Comedy,Pete Davidson,J.K. Simmons,Julie Nathanson
54,Kimi,"A tech worker with agoraphobia discovers recorded evidence of a violent crime but is met with resistance when she tries to report it. Seeking justice, she must do the thing she fears the most: she must leave her apartment.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/okNgwtxIWzGsNlR3GsOS0i0Qgbn.jpg,62,Thriller,unknown,unknown,Zoë Kravitz,Byron Bowers,Jaime Camil
55,The Boss Baby: Family Business,The Templeton brothers — Tim and his Boss Baby little bro Ted — have become adults and drifted away from each other. But a new boss baby with a cutting-edge approach and a can-do attitude is about to bring them together again … and inspire a new family business.,82000000,English,146745280,https://image.tmdb.org/t/p/w220_and_h330_face/kv2Qk9MKFFQo4WQPaYta599HkJP.jpg,76,Animation,Comedy,Adventure,Alec Baldwin,James Marsden,Amy Sedaris
56,The King's Man,"As a collection of history's worst tyrants and criminal masterminds gather to plot a war to wipe out millions, one man must race against time to stop them.",100000000,English,125928656,https://image.tmdb.org/t/p/w220_and_h330_face/nj5HmHRZsrYQEYYXyAusFv35erP.jpg,69,Action,Adventure,Thriller,Ralph Fiennes,Harris Dickinson,Gemma Arterton
57,Black Crab,"To end an apocalyptic war and save her daughter, a reluctant soldier embarks on a desperate mission to cross a frozen sea carrying a top-secret cargo.",0,Swedish,0,https://image.tmdb.org/t/p/w220_and_h330_face/mcIYHZYwUbvhvUt8Lb5nENJ7AlX.jpg,63,Action,Thriller,unknown,Noomi Rapace,Jakob Oftebro,Dar Salim
58,Pil's Adventures,"Pil, a little vagabond girl, lives on the streets of the medieval city of Roc-en-Brume, along with her three tame weasels. She survives of food stolen from the castle of the sinister Regent Tristain. One day, to escape his guards, Pil disguises herself as a princess. Thus she embarks upon a mad, delirious adventure, together with Crobar, a big clumsy guard who thinks she's a noble, and Rigolin, a young crackpot jester. Pil is going to have to save Roland, rightful heir to the throne under the curse of a spell. This adventure will turn the entire kingdom upside down, and teach Pil that nobility can be found in all of us.",0,French,3114766,https://image.tmdb.org/t/p/w220_and_h330_face/abPQVYyNfVuGoFUfGVhlNecu0QG.jpg,68,Adventure,Animation,Comedy,Pierre Tessier,Enrique Carballido,Kaycie Chase
59,The Requin,"A couple on a romantic getaway find themselves stranded at sea when a tropical storm sweeps away their villa. In order to survive, they are forced to fight the elements, while sharks circle below.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/47yWcoJDwmnohoPEM3gFQalSLyz.jpg,47,Thriller,unknown,unknown,Alicia Silverstone,James Tupper,Deirdre O'Connell
60,Shang-Chi and the Legend of the Ten Rings,Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,150000000,English,432243292,https://image.tmdb.org/t/p/w220_and_h330_face/1BIoJGKbXjdFDAqUEiA2VHqkK1Z.jpg,77,Action,Adventure,Fantasy,Simu Liu,Tony Leung Chiu-wai,Awkwafina
61,Jackass Forever,"Celebrate the joy of a perfectly executed shot to the groin as Johnny Knoxville, Steve-O and the rest of the gang return alongside some newcomers for one final round of hilarious, wildly absurd and often dangerous displays of stunts and comedy.",10000000,English,80340218,https://image.tmdb.org/t/p/w220_and_h330_face/mlOXyDGxqBGpEmzV9LPQMudMgng.jpg,70,Comedy,Action,Documentary,Johnny Knoxville,Steve-O,Chris Pontius
62,Top Gun: Maverick,"After more than thirty years of service as one of the Navy's top aviators, Pete Mitchell is where he belongs, pushing the envelope as a courageous test pilot and dodging the advancement in rank that would ground him.",152000000,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/wxP2Mzv9CdjOK6t4dNnFGqIQl0V.jpg,79,Action,Drama,unknown,Tom Cruise,Miles Teller,Jennifer Connelly
63,The House,"Across different eras, a poor family, an anxious developer and a fed-up landlady become tied to the same mysterious house in this animated dark comedy.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/iZjMFSKCrleKolC1gYcz5Rs8bk1.jpg,70,Animation,Drama,Comedy,Mia Goth,Matthew Goode,Claudie Blakley
64,Pirates of the Caribbean: Dead Man's Chest,Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.,200000000,English,1065659812,https://image.tmdb.org/t/p/w220_and_h330_face/uXEqmloGyP7UXAiphJUu2v2pcuE.jpg,73,Adventure,Fantasy,Action,Johnny Depp,Orlando Bloom,Keira Knightley
65,Pirates of the Caribbean: On Stranger Tides,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",380000000,English,1045713802,https://image.tmdb.org/t/p/w220_and_h330_face/keGfSvCmYj7CvdRx36OdVrAEibE.jpg,65,Adventure,Action,Fantasy,Johnny Depp,Penélope Cruz,Geoffrey Rush
66,Gold,"In the not-too-distant future, two drifters traveling through the desert stumble across the biggest gold nugget ever found and the dream of immense wealth and greed takes hold. They hatch a plan to excavate their bounty, with one man leaving to secure the necessary tools while the other remains with the gold. The man who remains must endure harsh desert elements, ravenous wild dogs, and mysterious intruders, while battling the sinking suspicion that he has been abandoned to his fate.",6500000,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/ejXBuNLvK4kZ7YcqeKqUWnCxdJq.jpg,64,Thriller,Action,unknown,Zac Efron,Anthony Hayes,Susie Porter
67,Ghostbusters: Afterlife,"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",75000000,English,191000000,https://image.tmdb.org/t/p/w220_and_h330_face/sg4xJaufDiQl7caFEskBtQXfD4x.jpg,77,Fantasy,Comedy,Adventure,Carrie Coon,Finn Wolfhard,Mckenna Grace
68,"¿Nos casamos? Sí, mi amor","Guille decides it's time to take the next step and proposes to his girlfriend Bea, but things get complicated and nothing goes as planned.",0,Spanish,0,https://image.tmdb.org/t/p/w220_and_h330_face/AihFo8adZ6piwWpS3qvNxaUlTFU.jpg,20,Comedy,Romance,unknown,Yiddá Eslava,Julián Zucchi,Andrés Salas
69,40 Years Young,"After turning 40, César is invited to a culinary contest in Cancún, but a bitter discovery threatens to destroy his family as well as his chances to win the competition.",0,Spanish,0,https://image.tmdb.org/t/p/w220_and_h330_face/xARmbhKwPFc1oMkcis0pAHFBMdX.jpg,61,Comedy,unknown,unknown,Adal Ramones,Erick Elías,Gaby Espino
